judge_name,assigned_country,role,segment_category,pdf_name,program,competition,officials_table_link,results_pdf_link,clean_judge_name
Ms. Leanna CARON,CAN,Judge No.5,Free Dance|Ice Dance,60bb71db18_data0405.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0450.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0405.pdf,Leanna CARON
Mr. John MILLIER,USA,Judge No.6,Free Dance|Ice Dance,60bb71db18_data0405.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0450.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0405.pdf,John MILLIER
Ms. Anastassia MAKAROVA,UKR,Judge No.7,Free Dance|Ice Dance,60bb71db18_data0405.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0450.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0405.pdf,Anastassia  MAKAROVA
Mr. Feng HUANG,CHN,Judge No.8,Free Dance|Ice Dance,60bb71db18_data0405.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0450.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0405.pdf,Feng HUANG
Ms. Mayumi KATO,JPN,Judge No.9,Free Dance|Ice Dance,60bb71db18_data0405.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0450.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0405.pdf,Mayumi KATO
Mr. Thomas BIEGLER,AUT,Judge No.1,Free Skating|Ladies,42672326c1_data0205.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0250.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0205.pdf,Thomas BIEGLER
Mr. Igor PROKOP,SVK,Judge No.2,Free Skating|Ladies,42672326c1_data0205.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0250.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0205.pdf,Igor  PROKOP
Mr. Akira YOSHIZAWA,JPN,Judge No.3,Free Skating|Ladies,42672326c1_data0205.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0250.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0205.pdf,Akira  YOSHIZAWA
Mr. Walter TOIGO,ITA,Judge No.4,Free Skating|Ladies,42672326c1_data0205.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0250.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0205.pdf,Walter TOIGO
Ms. Jitka MOKRA,CZE,Judge No.5,Free Skating|Ladies,42672326c1_data0205.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0250.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0205.pdf,Jitka  MOKRA
Ms. Olga KOZHEMIAKINA,RUS,Judge No.6,Free Skating|Ladies,42672326c1_data0205.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0250.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0205.pdf,Olga KOZHEMIAKINA
Ms. Jung-Sue LEE,KOR,Judge No.7,Free Skating|Ladies,42672326c1_data0205.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0250.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0205.pdf,Jung-Sue LEE
Ms. Deveny DECK,USA,Judge No.8,Free Skating|Ladies,42672326c1_data0205.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0250.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0205.pdf,Deveny DECK
Ms. Sally REHORICK,CAN,Judge No.9,Free Skating|Ladies,42672326c1_data0205.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0250.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0205.pdf,Sally REHORICK
Ms. Elena FOMINA,RUS,Judge No.1,Free Skating|Men,259f99376f_data0105.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0150.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0105.pdf,Elena FOMINA
Mr. Igor PROKOP,SVK,Judge No.2,Free Skating|Men,259f99376f_data0105.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0150.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0105.pdf,Igor  PROKOP
Mr. Alexei BELETSKI,ISR,Judge No.3,Free Skating|Men,259f99376f_data0105.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0150.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0105.pdf,Alexei BELETSKI
Ms. Leanna CARON,CAN,Judge No.4,Free Skating|Men,259f99376f_data0105.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0150.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0105.pdf,Leanna CARON
Ms. Deveny DECK,USA,Judge No.5,Free Skating|Men,259f99376f_data0105.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0150.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0105.pdf,Deveny DECK
Ms. Jitka MOKRA,CZE,Judge No.6,Free Skating|Men,259f99376f_data0105.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0150.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0105.pdf,Jitka  MOKRA
Ms. Agita ABELE,LAT,Judge No.7,Free Skating|Men,259f99376f_data0105.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0150.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0105.pdf,Agita ABELE
Mr. Tetsuo ABE,JPN,Judge No.8,Free Skating|Men,259f99376f_data0105.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0150.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0105.pdf,Tetsuo  ABE
Ms. Jung-Sue LEE,KOR,Judge No.9,Free Skating|Men,259f99376f_data0105.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0150.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0105.pdf,Jung-Sue LEE
Ms. Deveny DECK,USA,Judge No.1,Free Skating|Pairs,1672776112_data0305.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0350.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0305.pdf,Deveny DECK
Ms. Agita ABELE,LAT,Judge No.2,Free Skating|Pairs,1672776112_data0305.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0350.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0305.pdf,Agita ABELE
Mr. Walter TOIGO,ITA,Judge No.3,Free Skating|Pairs,1672776112_data0305.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0350.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0305.pdf,Walter TOIGO
Ms. Sally REHORICK,CAN,Judge No.4,Free Skating|Pairs,1672776112_data0305.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0350.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0305.pdf,Sally REHORICK
Mr. Thomas BIEGLER,AUT,Judge No.5,Free Skating|Pairs,1672776112_data0305.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0350.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0305.pdf,Thomas BIEGLER
Ms. Olga KOZHEMIAKINA,RUS,Judge No.6,Free Skating|Pairs,1672776112_data0305.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0350.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0305.pdf,Olga KOZHEMIAKINA
Ms. Anastassia MAKAROVA,UKR,Judge No.7,Free Skating|Pairs,1672776112_data0305.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0350.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0305.pdf,Anastassia  MAKAROVA
Ms. Mami MAEDA,JPN,Judge No.8,Free Skating|Pairs,1672776112_data0305.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0350.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0305.pdf,Mami  MAEDA
Mr. Feng HUANG,CHN,Judge No.9,Free Skating|Pairs,1672776112_data0305.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0350.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0305.pdf,Feng HUANG
Ms. Christine HURTH,FRA,Judge No.1,Short Dance|Ice Dance,1ec10d4f55_data0403.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0430.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0403.pdf,Christine HURTH
Ms. Elena FOMINA,RUS,Judge No.2,Short Dance|Ice Dance,1ec10d4f55_data0403.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0430.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0403.pdf,Elena FOMINA
Ms. Michela CESARO,ITA,Judge No.3,Short Dance|Ice Dance,1ec10d4f55_data0403.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0430.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0403.pdf,Michela CESARO
Mr. Alexei BELETSKI,ISR,Judge No.4,Short Dance|Ice Dance,1ec10d4f55_data0403.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0430.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0403.pdf,Alexei BELETSKI
Ms. Leanna CARON,CAN,Judge No.5,Short Dance|Ice Dance,1ec10d4f55_data0403.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0430.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0403.pdf,Leanna CARON
Mr. John MILLIER,USA,Judge No.6,Short Dance|Ice Dance,1ec10d4f55_data0403.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0430.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0403.pdf,John MILLIER
Ms. Anastassia MAKAROVA,UKR,Judge No.7,Short Dance|Ice Dance,1ec10d4f55_data0403.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0430.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0403.pdf,Anastassia  MAKAROVA
Mr. Feng HUANG,CHN,Judge No.8,Short Dance|Ice Dance,1ec10d4f55_data0403.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0430.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0403.pdf,Feng HUANG
Ms. Mayumi KATO,JPN,Judge No.9,Short Dance|Ice Dance,1ec10d4f55_data0403.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0430.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0403.pdf,Mayumi KATO
Mr. Thomas BIEGLER,AUT,Judge No.1,Short Program|Ladies,c13efbc506_data0203.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0230.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0203.pdf,Thomas BIEGLER
Mr. Igor PROKOP,SVK,Judge No.2,Short Program|Ladies,c13efbc506_data0203.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0230.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0203.pdf,Igor  PROKOP
Mr. Akira YOSHIZAWA,JPN,Judge No.3,Short Program|Ladies,c13efbc506_data0203.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0230.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0203.pdf,Akira  YOSHIZAWA
Mr. Walter TOIGO,ITA,Judge No.4,Short Program|Ladies,c13efbc506_data0203.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0230.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0203.pdf,Walter TOIGO
Ms. Jitka MOKRA,CZE,Judge No.5,Short Program|Ladies,c13efbc506_data0203.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0230.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0203.pdf,Jitka  MOKRA
Ms. Olga KOZHEMIAKINA,RUS,Judge No.6,Short Program|Ladies,c13efbc506_data0203.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0230.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0203.pdf,Olga KOZHEMIAKINA
Ms. Jung-Sue LEE,KOR,Judge No.7,Short Program|Ladies,c13efbc506_data0203.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0230.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0203.pdf,Jung-Sue LEE
Ms. Deveny DECK,USA,Judge No.8,Short Program|Ladies,c13efbc506_data0203.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0230.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0203.pdf,Deveny DECK
Ms. Sally REHORICK,CAN,Judge No.9,Short Program|Ladies,c13efbc506_data0203.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0230.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0203.pdf,Sally REHORICK
Ms. Elena FOMINA,RUS,Judge No.1,Short Program|Men,bf714e6191_data0103.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0130.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0103.pdf,Elena FOMINA
Mr. Igor PROKOP,SVK,Judge No.2,Short Program|Men,bf714e6191_data0103.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0130.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0103.pdf,Igor  PROKOP
Mr. Alexei BELETSKI,ISR,Judge No.3,Short Program|Men,bf714e6191_data0103.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0130.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0103.pdf,Alexei BELETSKI
Ms. Leanna CARON,CAN,Judge No.4,Short Program|Men,bf714e6191_data0103.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0130.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0103.pdf,Leanna CARON
Ms. Deveny DECK,USA,Judge No.5,Short Program|Men,bf714e6191_data0103.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0130.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0103.pdf,Deveny DECK
Ms. Jitka MOKRA,CZE,Judge No.6,Short Program|Men,bf714e6191_data0103.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0130.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0103.pdf,Jitka  MOKRA
Ms. Agita ABELE,LAT,Judge No.7,Short Program|Men,bf714e6191_data0103.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0130.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0103.pdf,Agita ABELE
Mr. Tetsuo ABE,JPN,Judge No.8,Short Program|Men,bf714e6191_data0103.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0130.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0103.pdf,Tetsuo  ABE
Ms. Jung-Sue LEE,KOR,Judge No.9,Short Program|Men,bf714e6191_data0103.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0130.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0103.pdf,Jung-Sue LEE
Ms. Deveny DECK,USA,Judge No.1,Short Program|Pairs,731c051d60_data0303.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0330.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0303.pdf,Deveny DECK
Ms. Agita ABELE,LAT,Judge No.2,Short Program|Pairs,731c051d60_data0303.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0330.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0303.pdf,Agita ABELE
Mr. Walter TOIGO,ITA,Judge No.3,Short Program|Pairs,731c051d60_data0303.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0330.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0303.pdf,Walter TOIGO
Ms. Sally REHORICK,CAN,Judge No.4,Short Program|Pairs,731c051d60_data0303.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0330.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0303.pdf,Sally REHORICK
Mr. Thomas BIEGLER,AUT,Judge No.5,Short Program|Pairs,731c051d60_data0303.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0330.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0303.pdf,Thomas BIEGLER
Ms. Olga KOZHEMIAKINA,RUS,Judge No.6,Short Program|Pairs,731c051d60_data0303.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0330.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0303.pdf,Olga KOZHEMIAKINA
Ms. Anastassia MAKAROVA,UKR,Judge No.7,Short Program|Pairs,731c051d60_data0303.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0330.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0303.pdf,Anastassia  MAKAROVA
Ms. Mami MAEDA,JPN,Judge No.8,Short Program|Pairs,731c051d60_data0303.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0330.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0303.pdf,Mami  MAEDA
Mr. Feng HUANG,CHN,Judge No.9,Short Program|Pairs,731c051d60_data0303.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0330.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0303.pdf,Feng HUANG
Mr. David MUNOZ,ESP,Judge No.1,Free Dance|Ice Dance,b367ad9846_gprus2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_IceDance_FD_Scores.pdf,David MUNOZ
Ms. Julia ANDREEVA,RUS,Judge No.2,Free Dance|Ice Dance,b367ad9846_gprus2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_IceDance_FD_Scores.pdf,Julia ANDREEVA
Ms. Tanay OZKAN SILAOGLU,TUR,Judge No.3,Free Dance|Ice Dance,b367ad9846_gprus2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_IceDance_FD_Scores.pdf,Tanay OZKAN
Ms. Leslie KEEN,CAN,Judge No.4,Free Dance|Ice Dance,b367ad9846_gprus2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_IceDance_FD_Scores.pdf,Leslie KEEN
Ms. Laimute KRAUZIENE,LTU,Judge No.5,Free Dance|Ice Dance,b367ad9846_gprus2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_IceDance_FD_Scores.pdf,Laimute KRAUZIENE
Ms. Rossella CECCATTINI,ITA,Judge No.6,Free Dance|Ice Dance,b367ad9846_gprus2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_IceDance_FD_Scores.pdf,Rossella CECCATTINI
Mr. Alexandre GOROJDANOV,BLR,Judge No.7,Free Dance|Ice Dance,b367ad9846_gprus2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_IceDance_FD_Scores.pdf,Alexandre GOROJDANOV
Ms. Sharon ROGERS,USA,Judge No.8,Free Dance|Ice Dance,b367ad9846_gprus2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_IceDance_FD_Scores.pdf,Sharon ROGERS
Ms. Anna KANTOR,ISR,Judge No.9,Free Dance|Ice Dance,b367ad9846_gprus2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_IceDance_FD_Scores.pdf,Anna KANTOR
Mr. Nobuhiko YOSHIOKA,JPN,Judge No.1,Free Skating|Ladies,2a77dd4ff5_gprus2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_Ladies_FS_Scores.pdf,Nobuhiko YOSHIOKA
Ms. Lenka BOHUNICKA,SVK,Judge No.2,Free Skating|Ladies,2a77dd4ff5_gprus2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_Ladies_FS_Scores.pdf,Lenka BOHUNICKA
Mr. Igor DOLGUSHIN,RUS,Judge No.3,Free Skating|Ladies,2a77dd4ff5_gprus2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_Ladies_FS_Scores.pdf,Igor DOLGUSHIN
Ms. Dan FANG,CHN,Judge No.4,Free Skating|Ladies,2a77dd4ff5_gprus2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_Ladies_FS_Scores.pdf,Dan FANG
Ms. Agita ABELE,LAT,Judge No.5,Free Skating|Ladies,2a77dd4ff5_gprus2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_Ladies_FS_Scores.pdf,Agita ABELE
Ms. Wendy ENZMANN,USA,Judge No.6,Free Skating|Ladies,2a77dd4ff5_gprus2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP Rostelecom Cup 2016,http://www.isuresults.com/results/season1617/gprus2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gprus2016/gprus2016_Ladies_FS_Scores.pdf,Wendy ENZMANN
